id,order_date,product_name,product,sales_price,quantity,department,store,city,district,customer,sex,age_group
26eba644-5b2a-43e5-a28f-843316ebc555,2021/5/12 16:10,原味巡禮老滷豆干-蒜茸豆絲,0537cb0c-987d-4e69-a54e-41bc691cecb3,39,1,f57143f5-672f-4c78-89f1-242f7a2d8a65,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
568fb816-596e-4bcf-ae4c-5de077a3b6f4,2021/7/17 15:42,良澔大溪名產豆丁(辣味),05e92617-d0cc-4a30-ad80-e7c10e12bac8,109,1,f57143f5-672f-4c78-89f1-242f7a2d8a65,f2d064b2-a928-48aa-be83-a5b3bfc02f41,db83dcc1-85c9-44f9-a047-426b02e8e1a3,b611c86e-0693-41bb-98d4-6de1b4a837f5,00a0c55f-1f16-4475-a7a3-82c5dd6c0ff4,,4
90e83333-5e55-4222-86df-513b521e6a63,2021/8/26 23:01,薯片先生(原味),0686f360-4ec0-4ab7-9621-d830f44b3deb,49,1,f57143f5-672f-4c78-89f1-242f7a2d8a65,39653f7d-f888-4f53-9cfe-d9143f7e03e0,4b52005f-878a-4b2b-95ee-d9e2d719046a,aa0d1c39-0c33-40c1-81df-4d5517a86814,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
f08a48fb-9e30-451b-b42e-9ac61359456e,2021/5/27 8:43,噴效新蟑螂螞蟻殺蟲劑-600ml,074cdc70-ca10-48c0-859a-cbd0fe7ab0b1,77,1,451ffc74-a780-4ae0-adba-ff8caa8f4b91,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,00eedbf8-1784-4e80-8ce3-a11ef8198c87,,4
1ea71713-8cbf-4726-8a3b-58372872e37c,2021/6/16 23:39,家樂福原味義大利麵醬420g,07aa1920-e9c4-4350-8ad1-4f87412ecb57,69,1,b197ee3a-3ae9-47e7-98ec-2cae3c60a587,f37bf176-2d90-4ab8-b35d-b5c357524ab9,827e9e3a-30c8-40d0-8241-56773e6d8d9b,2acc1da9-1c69-40c5-9f4d-8ca02cedc56f,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
8335c985-98d7-42f2-abb3-99e057f8f93b,2021/6/17 0:13,家樂福原味義大利麵醬420g,07aa1920-e9c4-4350-8ad1-4f87412ecb57,69,1,b197ee3a-3ae9-47e7-98ec-2cae3c60a587,f37bf176-2d90-4ab8-b35d-b5c357524ab9,827e9e3a-30c8-40d0-8241-56773e6d8d9b,2acc1da9-1c69-40c5-9f4d-8ca02cedc56f,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
f08a48fb-9e30-451b-b42e-9ac61359456e,2021/5/27 8:43,去味大師消臭易備長炭鞋櫃專用60g*2,085f10bc-68d1-443d-9235-997a55c7f492,53,1,451ffc74-a780-4ae0-adba-ff8caa8f4b91,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,00eedbf8-1784-4e80-8ce3-a11ef8198c87,,4
bf117cb1-ac44-41b2-b6e4-dbae87f8edbe,2020/10/11 22:30,福義軒 純鮮乳餅(每包約320克),0891bb53-28bb-4c14-99fa-1ce5ae6f4ba6,0,1,fc537967-e742-4916-b487-8dedc17a11f5,f75c7c64-a007-4eda-96e2-0fc698e2538f,827e9e3a-30c8-40d0-8241-56773e6d8d9b,d74941ae-b914-4cd1-9b77-7fcf897bee49,020457be-42c6-4074-b15c-ddae166d297a,,4
bf117cb1-ac44-41b2-b6e4-dbae87f8edbe,2020/10/11 22:30,福義軒 純鮮乳餅(每包約320克),0891bb53-28bb-4c14-99fa-1ce5ae6f4ba6,118,1,fc537967-e742-4916-b487-8dedc17a11f5,f75c7c64-a007-4eda-96e2-0fc698e2538f,827e9e3a-30c8-40d0-8241-56773e6d8d9b,d74941ae-b914-4cd1-9b77-7fcf897bee49,020457be-42c6-4074-b15c-ddae166d297a,,4
a91365cc-8e0d-4ff5-9391-80da2d00eb01,2021/6/24 13:11,北歐風收納籃-L,09b0157d-e788-4862-b0cd-ba8f8f1df4cc,189,1,e34c118c-7249-4630-a027-7cd775e2d8ac,39653f7d-f888-4f53-9cfe-d9143f7e03e0,4b52005f-878a-4b2b-95ee-d9e2d719046a,aa0d1c39-0c33-40c1-81df-4d5517a86814,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
181be294-2190-47db-bab6-519f76ccf681,2021/5/27 2:42,北歐風收納籃-L,09b0157d-e788-4862-b0cd-ba8f8f1df4cc,189,1,e34c118c-7249-4630-a027-7cd775e2d8ac,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
8c6ada40-5ead-4ed4-92a3-00397cbb2879,2021/7/3 11:03,北歐風收納籃-L,09b0157d-e788-4862-b0cd-ba8f8f1df4cc,189,1,e34c118c-7249-4630-a027-7cd775e2d8ac,39653f7d-f888-4f53-9cfe-d9143f7e03e0,4b52005f-878a-4b2b-95ee-d9e2d719046a,aa0d1c39-0c33-40c1-81df-4d5517a86814,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
2a673299-e93a-48b3-95c1-722dc500df3b,2020/11/30 22:51,桂格Oat Ya職人燕麥奶(每瓶約375ml),0a033107-e75b-4d93-af16-71d63b42916d,32,2,fc537967-e742-4916-b487-8dedc17a11f5,49171894-8056-4ffb-9242-472997c4b865,db83dcc1-85c9-44f9-a047-426b02e8e1a3,339fb39c-3a2b-45da-b036-8e2d7761c4b3,0053e832-3011-4464-9157-955cd5b1fb76,,4
dfcd3d35-d43f-4be4-b074-5188fd285827,2020/5/22 13:24,萬歲牌蔓越莓核桃130G,0a585865-0146-49ef-a381-5d042e434c1e,99,1,f57143f5-672f-4c78-89f1-242f7a2d8a65,51cbbfb9-85a5-4032-8f03-7b1c43d08e49,db83dcc1-85c9-44f9-a047-426b02e8e1a3,33450483-6a89-4e30-9024-9e17813c08cd,020457be-42c6-4074-b15c-ddae166d297a,,4
94ddb5fe-7c34-4946-ae2b-e9a35b99b335,2021/7/30 20:18,維力炸醬麵重量碗110g,0a71db4d-e821-4660-bb81-9c537385b946,29,4,b197ee3a-3ae9-47e7-98ec-2cae3c60a587,f2d064b2-a928-48aa-be83-a5b3bfc02f41,db83dcc1-85c9-44f9-a047-426b02e8e1a3,b611c86e-0693-41bb-98d4-6de1b4a837f5,00eedbf8-1784-4e80-8ce3-a11ef8198c87,,4
410aff17-3fbc-4829-a121-496182f4dc8d,2021/6/6 12:26,滿漢大餐珍味牛肉麵(碗)187g,0ad3ec8b-78a3-4534-a9c3-385d059dbadb,100,1,b197ee3a-3ae9-47e7-98ec-2cae3c60a587,73869acb-3d56-4375-9ba2-afe2bb3c2bf5,0ced232a-ba28-4238-8411-264c228aa751,9aa7200e-ff9f-42e4-b635-b021e6075b7e,00a0c55f-1f16-4475-a7a3-82c5dd6c0ff4,,4
7f3236b7-bfc1-4921-b162-82154edd3b15,2020/6/11 9:37,伯朗嚴選濾掛咖啡-焙郁醇香10g x10,0b6bc05c-285c-4626-a4d2-6c2af02dd4c1,170,1,b197ee3a-3ae9-47e7-98ec-2cae3c60a587,f75c7c64-a007-4eda-96e2-0fc698e2538f,827e9e3a-30c8-40d0-8241-56773e6d8d9b,d74941ae-b914-4cd1-9b77-7fcf897bee49,020457be-42c6-4074-b15c-ddae166d297a,,4
69f84078-3394-4152-99f9-b83de888a2ca,2021/5/27 19:26,波爾茶葡萄柚口味 580ml,0bcad083-d4ab-40d4-a68a-c0500033695b,143,1,f57143f5-672f-4c78-89f1-242f7a2d8a65,f37bf176-2d90-4ab8-b35d-b5c357524ab9,827e9e3a-30c8-40d0-8241-56773e6d8d9b,2acc1da9-1c69-40c5-9f4d-8ca02cedc56f,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
205c59e9-67a0-4eae-89f2-06736b4db4ad,2021/8/5 1:37,波爾茶葡萄柚口味 580ml,0bcad083-d4ab-40d4-a68a-c0500033695b,143,1,f57143f5-672f-4c78-89f1-242f7a2d8a65,39653f7d-f888-4f53-9cfe-d9143f7e03e0,4b52005f-878a-4b2b-95ee-d9e2d719046a,aa0d1c39-0c33-40c1-81df-4d5517a86814,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
69f84078-3394-4152-99f9-b83de888a2ca,2021/5/27 19:26,家樂福有機水蓮200g/袋,0bdd9d6e-4ef1-4b58-9b1a-34655612e3aa,69,1,c556530b-d0a9-4beb-bc19-7044962f9aa8,f37bf176-2d90-4ab8-b35d-b5c357524ab9,827e9e3a-30c8-40d0-8241-56773e6d8d9b,2acc1da9-1c69-40c5-9f4d-8ca02cedc56f,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
fc2a99ec-19cd-4561-b050-efdd18c5c0a6,2021/5/31 3:44,家樂福有機水蓮200g/袋,0bdd9d6e-4ef1-4b58-9b1a-34655612e3aa,69,1,c556530b-d0a9-4beb-bc19-7044962f9aa8,f37bf176-2d90-4ab8-b35d-b5c357524ab9,827e9e3a-30c8-40d0-8241-56773e6d8d9b,2acc1da9-1c69-40c5-9f4d-8ca02cedc56f,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
9d200e58-b7a4-4acf-97af-902d40425c31,2021/4/8 22:15,義美酸梅湯-250ml,0c2ab0d9-ad53-4589-8130-70ca8787a3c1,65,1,f57143f5-672f-4c78-89f1-242f7a2d8a65,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
753e0da0-a81b-440b-89ad-d373eb0b3931,2020/9/17 3:09,福壽大豆沙拉油 600cc,0c8c3d4d-937d-4e49-b03b-d340a772a8d0,55,1,b197ee3a-3ae9-47e7-98ec-2cae3c60a587,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
7608d508-9e41-451b-9794-30f0b5deeed7,2021/6/6 16:41,味王調理包-香菇肉焿,0c97cccf-e023-4953-a74a-517ebe6954b7,85,1,b197ee3a-3ae9-47e7-98ec-2cae3c60a587,73869acb-3d56-4375-9ba2-afe2bb3c2bf5,0ced232a-ba28-4238-8411-264c228aa751,9aa7200e-ff9f-42e4-b635-b021e6075b7e,00a0c55f-1f16-4475-a7a3-82c5dd6c0ff4,,4
a9a35c16-433c-47a3-a965-5a354b51142c,2020/7/17 10:13,履歷老薑(每袋約300克),0c995c04-0217-4887-963b-7a184eae110e,45,1,c556530b-d0a9-4beb-bc19-7044962f9aa8,f37bf176-2d90-4ab8-b35d-b5c357524ab9,827e9e3a-30c8-40d0-8241-56773e6d8d9b,2acc1da9-1c69-40c5-9f4d-8ca02cedc56f,00113cb1-293b-4c73-8844-4ca901c819ab,,3
e65c7f3b-f8c1-45fc-8300-df136fe5cefc,2021/6/3 9:30,履歷老薑(每袋約300克),0c995c04-0217-4887-963b-7a184eae110e,35,1,c556530b-d0a9-4beb-bc19-7044962f9aa8,dd27d4dd-2133-4401-84f5-41ac1327c7fc,0ced232a-ba28-4238-8411-264c228aa751,9aa7200e-ff9f-42e4-b635-b021e6075b7e,00a0c55f-1f16-4475-a7a3-82c5dd6c0ff4,,4
184e18c1-35ac-48fe-8df4-2ba4c8e75179,2021/5/23 11:10,履歷老薑(每袋約300克),0c995c04-0217-4887-963b-7a184eae110e,39,1,c556530b-d0a9-4beb-bc19-7044962f9aa8,dd27d4dd-2133-4401-84f5-41ac1327c7fc,0ced232a-ba28-4238-8411-264c228aa751,9aa7200e-ff9f-42e4-b635-b021e6075b7e,00a0c55f-1f16-4475-a7a3-82c5dd6c0ff4,,4
205c59e9-67a0-4eae-89f2-06736b4db4ad,2021/8/5 1:37,履歷老薑(每袋約300克),0c995c04-0217-4887-963b-7a184eae110e,45,1,c556530b-d0a9-4beb-bc19-7044962f9aa8,39653f7d-f888-4f53-9cfe-d9143f7e03e0,4b52005f-878a-4b2b-95ee-d9e2d719046a,aa0d1c39-0c33-40c1-81df-4d5517a86814,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
181be294-2190-47db-bab6-519f76ccf681,2021/5/27 2:42,履歷老薑(每袋約300克),0c995c04-0217-4887-963b-7a184eae110e,39,1,c556530b-d0a9-4beb-bc19-7044962f9aa8,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
fc2a99ec-19cd-4561-b050-efdd18c5c0a6,2021/5/31 3:44,履歷老薑(每袋約300克),0c995c04-0217-4887-963b-7a184eae110e,39,1,c556530b-d0a9-4beb-bc19-7044962f9aa8,f37bf176-2d90-4ab8-b35d-b5c357524ab9,827e9e3a-30c8-40d0-8241-56773e6d8d9b,2acc1da9-1c69-40c5-9f4d-8ca02cedc56f,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
205c59e9-67a0-4eae-89f2-06736b4db4ad,2021/8/5 1:37,OP生物分解抗菌保鮮膜(500尺),0d9d167c-853a-4b5c-b449-ab2afcb93a5f,154,1,451ffc74-a780-4ae0-adba-ff8caa8f4b91,39653f7d-f888-4f53-9cfe-d9143f7e03e0,4b52005f-878a-4b2b-95ee-d9e2d719046a,aa0d1c39-0c33-40c1-81df-4d5517a86814,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
9d200e58-b7a4-4acf-97af-902d40425c31,2021/4/8 22:15,卜蜂培根蛋炒飯,0dce6471-39f7-4e56-b98c-17d7fb1ede2b,45,1,c556530b-d0a9-4beb-bc19-7044962f9aa8,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
536bc374-20f1-46d4-a02c-63799188a9b6,2021/8/5 1:57,義美酸梅湯-250ml,0e2dacea-e542-40eb-8330-5b6eacd31abe,65,1,f57143f5-672f-4c78-89f1-242f7a2d8a65,f2d064b2-a928-48aa-be83-a5b3bfc02f41,db83dcc1-85c9-44f9-a047-426b02e8e1a3,b611c86e-0693-41bb-98d4-6de1b4a837f5,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
d96c447d-8c73-45dd-8cb9-1cde700485a3,2020/12/17 13:05,金品綜合比薩(總匯+夏威夷),0e45ea42-c266-4620-9434-e9792ae6af04,165,1,c556530b-d0a9-4beb-bc19-7044962f9aa8,88a89e42-64aa-442d-9544-4fdad63f308f,4b52005f-878a-4b2b-95ee-d9e2d719046a,a01cd4d6-79d0-4532-9e2f-b5be693e0057,003c1701-7951-41f7-8e3e-7c102daa28a0,,3
410aff17-3fbc-4829-a121-496182f4dc8d,2021/6/6 12:26,家樂福有機白精靈200g,0ec728ca-cb8f-4b9f-bd80-9bf8da5e7d85,49,1,a6d41062-6792-4b0b-9e2a-a8c25ffffc18,73869acb-3d56-4375-9ba2-afe2bb3c2bf5,0ced232a-ba28-4238-8411-264c228aa751,9aa7200e-ff9f-42e4-b635-b021e6075b7e,00a0c55f-1f16-4475-a7a3-82c5dd6c0ff4,,4
7608d508-9e41-451b-9794-30f0b5deeed7,2021/6/6 16:41,家樂福有機白精靈200g,0ec728ca-cb8f-4b9f-bd80-9bf8da5e7d85,49,1,a6d41062-6792-4b0b-9e2a-a8c25ffffc18,73869acb-3d56-4375-9ba2-afe2bb3c2bf5,0ced232a-ba28-4238-8411-264c228aa751,9aa7200e-ff9f-42e4-b635-b021e6075b7e,00a0c55f-1f16-4475-a7a3-82c5dd6c0ff4,,4
0ad57976-5aca-4218-a907-aef772fc1039,2021/5/30 19:00,果漾蘋果風味蘇打飲料,0f66dc0b-5e9b-42a0-9b1e-7deaf6348b11,29,2,f57143f5-672f-4c78-89f1-242f7a2d8a65,73869acb-3d56-4375-9ba2-afe2bb3c2bf5,0ced232a-ba28-4238-8411-264c228aa751,9aa7200e-ff9f-42e4-b635-b021e6075b7e,00a0c55f-1f16-4475-a7a3-82c5dd6c0ff4,,4
1c56fe29-521a-4994-a640-0356946dad1d,2021/6/24 23:46,義美寶吉葡萄果汁ＱＱ糖-176g,0f8d3904-374d-4443-a0b0-5e6d9002416a,75,3,f57143f5-672f-4c78-89f1-242f7a2d8a65,39653f7d-f888-4f53-9cfe-d9143f7e03e0,4b52005f-878a-4b2b-95ee-d9e2d719046a,aa0d1c39-0c33-40c1-81df-4d5517a86814,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
bcbf1a60-76f8-4768-a3ab-bb3ad8aee1fd,2021/5/12 16:11,義美寶吉葡萄果汁ＱＱ糖-176g,0f8d3904-374d-4443-a0b0-5e6d9002416a,75,3,f57143f5-672f-4c78-89f1-242f7a2d8a65,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
e8885fa7-f816-45e1-8e4c-9445583a8e01,2021/11/11 4:18,義美寶吉葡萄果汁ＱＱ糖-176g,0f8d3904-374d-4443-a0b0-5e6d9002416a,75,2,f57143f5-672f-4c78-89f1-242f7a2d8a65,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
90e83333-5e55-4222-86df-513b521e6a63,2021/8/26 23:01,義美寶吉葡萄果汁ＱＱ糖-176g,0f8d3904-374d-4443-a0b0-5e6d9002416a,75,2,f57143f5-672f-4c78-89f1-242f7a2d8a65,39653f7d-f888-4f53-9cfe-d9143f7e03e0,4b52005f-878a-4b2b-95ee-d9e2d719046a,aa0d1c39-0c33-40c1-81df-4d5517a86814,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
39865af2-16f3-4159-94cf-2e5bccd87f96,2020/11/28 12:58,義美寶吉葡萄果汁ＱＱ糖-176g,0f8d3904-374d-4443-a0b0-5e6d9002416a,75,2,f57143f5-672f-4c78-89f1-242f7a2d8a65,51cbbfb9-85a5-4032-8f03-7b1c43d08e49,db83dcc1-85c9-44f9-a047-426b02e8e1a3,33450483-6a89-4e30-9024-9e17813c08cd,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
753e0da0-a81b-440b-89ad-d373eb0b3931,2020/9/17 3:09,義美寶吉葡萄果汁ＱＱ糖-176g,0f8d3904-374d-4443-a0b0-5e6d9002416a,75,2,f57143f5-672f-4c78-89f1-242f7a2d8a65,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
79b4c3d4-d380-481b-b7a8-7b89d3801859,2020/8/26 3:17,義美寶吉葡萄果汁ＱＱ糖-176g,0f8d3904-374d-4443-a0b0-5e6d9002416a,75,1,f57143f5-672f-4c78-89f1-242f7a2d8a65,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
26eba644-5b2a-43e5-a28f-843316ebc555,2021/5/12 16:10,義美寶吉葡萄果汁ＱＱ糖-176g,0f8d3904-374d-4443-a0b0-5e6d9002416a,75,3,f57143f5-672f-4c78-89f1-242f7a2d8a65,aad5ef5c-11f4-43d9-8506-19cfacfa8fc2,4b52005f-878a-4b2b-95ee-d9e2d719046a,23ab2965-ecd8-4bb2-933f-424b1f984d39,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
a9174342-0889-4d43-b111-d604c05b28ee,2020/11/21 14:35,黑松茶花綠茶-無糖Pet-580ml,10b4f76e-45a4-4343-b1e0-efdf5e705280,72,2,f57143f5-672f-4c78-89f1-242f7a2d8a65,49171894-8056-4ffb-9242-472997c4b865,db83dcc1-85c9-44f9-a047-426b02e8e1a3,339fb39c-3a2b-45da-b036-8e2d7761c4b3,0053e832-3011-4464-9157-955cd5b1fb76,,4
2a673299-e93a-48b3-95c1-722dc500df3b,2020/11/30 22:51,黑松茶花綠茶-無糖Pet-580ml,10b4f76e-45a4-4343-b1e0-efdf5e705280,72,1,f57143f5-672f-4c78-89f1-242f7a2d8a65,49171894-8056-4ffb-9242-472997c4b865,db83dcc1-85c9-44f9-a047-426b02e8e1a3,339fb39c-3a2b-45da-b036-8e2d7761c4b3,0053e832-3011-4464-9157-955cd5b1fb76,,4
cf8105d9-95e9-418e-85e7-bf2f7a8ae2cc,2020/8/31 11:45,正哲礦鹽蘇打餅-香椿風味-380g,10d6b395-6003-4aa9-a8ef-832862487dbe,126,1,f57143f5-672f-4c78-89f1-242f7a2d8a65,f37bf176-2d90-4ab8-b35d-b5c357524ab9,827e9e3a-30c8-40d0-8241-56773e6d8d9b,2acc1da9-1c69-40c5-9f4d-8ca02cedc56f,00113cb1-293b-4c73-8844-4ca901c819ab,,3
b26db8b0-6e96-4bc7-a000-bca2f1305052,2021/12/23 3:33,福樂鈣多多健康牛乳-全脂936ml,10f74bd9-21a7-4623-a7cd-ff9641a793fa,56,1,f57143f5-672f-4c78-89f1-242f7a2d8a65,f2d064b2-a928-48aa-be83-a5b3bfc02f41,db83dcc1-85c9-44f9-a047-426b02e8e1a3,b611c86e-0693-41bb-98d4-6de1b4a837f5,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
8c6ada40-5ead-4ed4-92a3-00397cbb2879,2021/7/3 11:03,元氣文蛤(每袋約300g/每袋約20~25顆),1253e86b-9d7c-4eda-8b25-2fbb662c7e2e,65,1,c556530b-d0a9-4beb-bc19-7044962f9aa8,39653f7d-f888-4f53-9cfe-d9143f7e03e0,4b52005f-878a-4b2b-95ee-d9e2d719046a,aa0d1c39-0c33-40c1-81df-4d5517a86814,01e377d9-2b83-4c9f-96ba-ed468c510eb3,,5
11d772a7-5a16-4e87-8ac2-0c438b1ada18,2021/7/2 9:56,真彩 3/4四孔圓形夾,128b9067-0b2e-43c4-9fd7-8616b8cd4607,79,1,e34c118c-7249-4630-a027-7cd775e2d8ac,73869acb-3d56-4375-9ba2-afe2bb3c2bf5,0ced232a-ba28-4238-8411-264c228aa751,9aa7200e-ff9f-42e4-b635-b021e6075b7e,00a0c55f-1f16-4475-a7a3-82c5dd6c0ff4,,4
